energy imag_0.001 real_0.001 imag_0.002 real_0.002 imag_0.005 real_0.005 imag_0.01 real_0.01 imag_0.02 real_0.02 imag_0.05 real_0.05 imag_0.1 real_0.1 imag_0.2 real_0.2 imag_0.5 real_0.5
0.24 10.818252467066 187.1539486943678 6.6539401273643 89.35387119698869 4.0954588803175 34.141454866606665 2.9059797089713 16.35203500748227 1.9115923130171 7.634246018621962 0.91836048693669 2.6806137686357387 0.48715926296366 1.1985324126731485 0.25174122033976 0.5331750760748011 0.1048053387872 0.1665860206324962
0.25 28.555683003543 214.61059578420452 15.525464324682 98.63065388399095 8.2124342468312 35.55819562542722 4.841410580259 16.376982619003638 2.5807849098161 7.470943371773368 1.0322246812291 2.6169777371599126 0.51491075379273 1.1794669214539817 0.25888159157675 0.5282995130738117 0.10801617579256 0.16826068567012956
0.26 188.34158997055 162.8811906287984 68.682293831304 81.41366854538802 17.628636398368 31.824780726429175 6.453047213735 15.251525998639568 2.5996784469708 7.128651557738843 0.92269165970636 2.547089991440556 0.4602254902366 1.1552445863877192 0.23864706085244 0.5162104035606437 0.1102555277129 0.16085919627184192
0.27 51.956926359979 107.64931753523476 28.938302124424 61.03178922859533 12.984874069781 26.725250067160363 6.3120863591405 13.723111580183426 2.7752954136092 6.74759332102782 0.96863840183686 2.482042107846288 0.46545930269759 1.1306910226027396 0.22543012158925 0.5056105661569895 0.092709085833894 0.15491334729982342
0.28 58.893006304178 114.10344683407833 27.894326990827 60.3430999279361 10.296786969174 25.194451711740562 5.021836874249 12.85161807985268 2.3451918679103 6.434183208952192 0.80231924164565 2.434941015766879 0.37324492295788 1.1215828824435055 0.18365024012698 0.5062808416392046 0.080177923283446 0.15662004916764272
0.29 31.81530490612 112.39252114034869 17.477133937581 59.22748512853548 8.2020728609576 24.672792150249755 4.3436111751931 12.545517951136057 2.0836235757995 6.3440308634409694 0.76860794693954 2.44726009871126 0.36405384465061 1.136919174930063 0.17701627661531 0.5157216063882305 0.072226529849508 0.16084142131741208
0.3 20.822285069588 119.77899606747636 13.728072819232 60.87162084747651 6.3836458464077 24.714771385862576 3.3885008823193 12.55177879996499 1.8418158118697 6.359269454839602 0.7331637010301 2.4580548314429986 0.33686669941629 1.1495388627248613 0.16183230052071 0.5247611742048819 0.066278529950045 0.1669824174348192
0.31 6.320897484813 132.61216319673784 5.0917876013516 65.48483105425319 3.8207511846723 25.914585947333887 2.904413355473 12.87105581244236 1.8835948278505 6.339994297482755 0.80656568851344 2.41668424327592 0.37551451139734 1.1397318903506592 0.17924094590938 0.5241954633142084 0.073955103426307 0.16861004241652072
0.32 8.2365320393078 150.75521715858736 5.5194171823782 73.49902790698476 3.4235969083019 28.267338649384538 2.3635050425554 13.552250235320503 1.5022206377924 6.429983633962452 0.65153528065739 2.3929535752212083 0.31378999864187 1.12882637515235 0.15534167959795 0.5208630952430396 0.066418925143476 0.16846397139091657
0.33 16.248837028926 174.89427419712123 10.140951597916 82.82060030542519 5.5214381703925 30.682010332283323 3.3105180130837 14.276570503014659 1.788165041431 6.588680833947677 0.69503669607929 2.402244777613575 0.32878855018002 1.127100602594027 0.16387561311699 0.5184123246789152 0.074003012662917 0.16621320601742387
0.34 120.15466998084 152.2861785738338 48.858279843021 74.02745134177306 15.425337347874 27.913957247236016 6.2745504481312 13.201235567425872 2.4324007228617 6.249430175109713 0.70939649649861 2.340705060631426 0.30177998069815 1.109775615237242 0.1449224848398 0.5113377334252381 0.064152925270859 0.1616579202241387
0.35 80.37892072332 100.65663330432744 34.354969872582 54.39018391702885 10.511909100887 23.02975489149023 4.1166568259109 11.83730322213279 1.6460620014879 5.9782954812560005 0.52791501245425 2.3363381966638332 0.2429457364556 1.1191188570066053 0.12295696146709 0.5164243825188903 0.054971735713346 0.1633656721728934
0.36 9.6084512052111 106.05142791497556 7.3614664262826 56.14377070797263 5.1235344700166 23.305416807252147 3.3177382825591 11.874054118043103 1.7210113572965 6.0004444461610635 0.58043159065239 2.364401367998177 0.25516188159931 1.134499571166849 0.12381020668012 0.5230944758554202 0.054836362571505 0.16567317572668724
0.37 52.284637412108 114.68437820248153 23.262909867005 59.38212223080988 7.6589992232345 23.866663807927168 3.4413449483809 11.846445506091753 1.6056205347468 5.915061138305477 0.55371503630494 2.349031264787352 0.24280619426993 1.137191456303637 0.1169741510456 0.5262980001593137 0.051649891755174 0.16647330646369726
0.38 30.903537988431 103.38985034470429 15.28417828767 55.22894741669671 6.0141359515366 23.14062281261455 3.0701219736514 11.676107878463423 1.5227008992159 5.8495006493266635 0.54567365214492 2.334590835019521 0.24493091373751 1.1384481798639885 0.11717098024044 0.5292728657535839 0.04910676690699 0.16836352569506552
0.39 10.221245299724 111.3088926654031 8.3650502447015 58.01323132163055 5.2061154239319 23.33046688810281 2.9926775338537 11.510468614423681 1.5083458266135 5.7247451562915845 0.54274008645672 2.2995144040163504 0.2496084670062 1.1275047635364113 0.12244685664593 0.5253977318050217 0.053574196817781 0.1672609620147951
0.4 29.151859395415 115.32298444669495 16.846712816399 58.14827982965576 6.1832441777131 22.812609886157063 2.7648923099234 11.188590590706573 1.2831090401078 5.578521488430453 0.48561030458895 2.258258919426297 0.22870069007844 1.1132761724284566 0.1113366504201 0.5198394773372005 0.047973300582784 0.16467070144626864
0.41 24.694522488191 107.84563625845286 12.812643358131 54.170724890145394 4.495852098388 21.94592873824041 1.923677589477 11.047323190759126 0.91054029700107 5.567630692145841 0.3876468049581 2.2493544409227733 0.19887925154638 1.1092449653672862 0.10204418588975 0.5183369323608371 0.045249718578966 0.16358193963791082
0.42 7.6084419135289 108.21924457716338 5.1212998264561 54.37905727368821 2.4341112603501 22.205383362023884 1.2498461379536 11.298597913073435 0.65854247591694 5.709852458777144 0.30333998580481 2.288612649088064 0.16706543761481 1.1212017591208716 0.089048556958312 0.5212813092048642 0.03862735094801 0.16377166718934538
0.43 1.4494292052723 116.8862103266724 1.4226536824637 58.43116140097941 1.292930797295 23.38509637859817 1.0390923936711 11.688642407251983 0.68979430477516 5.827971245562809 0.34025208359025 2.310398555927719 0.18512200758872 1.1241744355069154 0.092299853061754 0.5217840798085279 0.036231805496048 0.16494596461384106
0.44 12.004869309236 120.63186080954995 6.6568624337982 60.31230976905575 2.6059170203151 24.013222393692825 1.2314799940563 11.899395221334183 0.60817969134321 5.887918111647654 0.27201706986469 2.3209802935313766 0.14515621652349 1.1271824881179613 0.072936315379414 0.524956444764924 0.02944517157318 0.1679843797467038
0.45 12.139744593671 117.25796425866078 6.8569156301119 58.463477885033704 2.9112663529612 23.439316433598556 1.4102916152634 11.752980948148892 0.67345513408894 5.881399878374427 0.30342547482699 2.325380891975423 0.16434767588666 1.1296708128581558 0.083040521914011 0.5275083177650173 0.033679184640079 0.17010928058343558
0.46 0.82869506841833 118.37439686176235 0.80953207318452 58.8924848488814 0.72251584078197 23.513543837705157 0.57265838265602 11.781333770975428 0.39770927497797 5.905448070874371 0.22418673644067 2.326949080142533 0.13075497064658 1.1269861956021203 0.069998336322291 0.5261931751532464 0.030571164099876 0.16997016935123874
0.47 0.55005079283928 123.49331570783922 0.51307846446477 61.49251271820112 0.46839023397073 24.419944898581846 0.42057330568409 12.132826422451268 0.34731330358685 6.020979018717461 0.21297311943691 2.348325023951184 0.12454066356373 1.132435590015616 0.068013852009863 0.5274247067774983 0.030695569584978 0.16976334290565895
0.48 1.4421758644 126.77093452156137 0.77467517766927 63.255788647479626 0.43030916726403 25.13426941783518 0.3381590656991 12.454036104842938 0.27312305970769 6.13750481515518 0.16634469461398 2.3731052279712914 0.098989739459254 1.1408909629798734 0.055645124586251 0.5300695046906044 0.025529106013104 0.1700879189472263
0.49 0.53756689683957 130.1930222335787 0.5193797842575 65.05490003032489 0.48420781514938 25.833653814272633 0.42437178135499 12.755675992162773 0.31791343596574 6.246927960468436 0.16693455611532 2.4029600499427977 0.095688586556919 1.1533826931976234 0.053215095616255 0.5350195009969081 0.024232232095983 0.17159809849473534
0.5 1.5600625048393 135.79864322407127 1.3184108983023 67.61156697379599 0.98791379251841 26.541876969705537 0.6731435488751 12.967493242502165 0.37505332205214 6.307822914142934 0.15664317770174 2.424327493450577 0.086330518846533 1.1638125283845506 0.04753313341782 0.5396235899408182 0.021494856114605 0.1731039602319719
0.51 21.442469461876 132.46725435402536 9.995445801532 66.23881015253889 3.1074754108674 26.22496509729336 1.1873437887544 12.892678988982556 0.45219353668885 6.315617221632953 0.15701706081351 2.443415518423396 0.085921478484993 1.1738619523133476 0.04716280563797 0.5442142837938413 0.020562510475478 0.1748752888038974
0.52 12.16106882286 124.67841633011562 6.7531519149716 62.60566518646783 2.7069055731514 25.20614051182846 1.1564417731276 12.626904251914043 0.45063894295647 6.292586494088503 0.15512198308444 2.4584509149956455 0.084252429490392 1.1811879500309599 0.045784293625223 0.5473124106177752 0.019445514144063 0.17637614601242793
0.53 6.4424506207313 123.95274906713904 3.8458136684048 61.83705221290099 1.7132562357153 24.809435060388093 0.86560656639908 12.492468952896905 0.41513945936199 6.280107308435906 0.1580321677765 2.4705132819995246 0.084248752749852 1.187112018524658 0.044956584632608 0.549821375692729 0.019078189001765 0.177614852309785
0.54 0.98295049024199 126.42654786091313 0.82022451936207 62.917424111800955 0.67180416435396 25.094474613495038 0.53858581153336 12.557069120695859 0.36429265350739 6.284597013024845 0.16598715489234 2.473595338573369 0.086166191347216 1.1897309373505083 0.044130890327663 0.5514875454797465 0.018183620332656 0.17864280275441488
0.55 0.64738927243121 130.29732600486827 0.53240620733377 64.84777315129276 0.43970094453188 25.720492680211727 0.37197608569238 12.760430289762834 0.28234222055072 6.32718745778833 0.14798136033108 2.477814849129088 0.079933732210928 1.1921592043443212 0.041718148112126 0.553181068522166 0.017742723446351 0.17962395153895738
0.56 3.1575556280397 132.53367284972944 1.5830588592093 66.09112912534923 0.68303243487954 26.222072204831893 0.42189708552494 12.970162789536865 0.27684669598043 6.393868780455382 0.14293428798348 2.4890516555640008 0.077774762578351 1.1961119124450215 0.040766700943984 0.5548723029524256 0.017481571318176 0.18021446860198959
0.57 2.9306676120551 134.42850335493577 1.9704571353579 66.97384260517839 1.0834456871346 26.476723503878066 0.60622417739168 13.068125929194629 0.31735694181914 6.43406461507306 0.14133121374602 2.498517647943037 0.075233358370451 1.1992514429953816 0.038966328873455 0.5560922999386843 0.016363703841924 0.18075724274134275
0.58 9.2611859209564 134.07773278248857 4.7333653929783 66.64664210473887 1.6443693482184 26.342675057734777 0.71627854484577 13.041283357266162 0.33536380285306 6.444999414915824 0.13962121003804 2.5058616375363423 0.071539731157375 1.2024617769108508 0.036442403143545 0.5575144036398509 0.015612783426499 0.18138007779342752
0.59 7.1649054764217 131.84858594534717 3.4848083823326 65.68884446988912 1.1872477635233 26.208283485873032 0.57406816060272 13.052265678333566 0.30417082594409 6.467976865988267 0.13153947152259 2.516190664017506 0.06552897803193 1.2082116858219083 0.032186028991446 0.5607100613620017 0.013561041933154 0.18267371425348194
0.6 1.5620128405721 134.2392287764627 1.1453950739217 66.84054542303907 0.77532439373664 26.5922572586197 0.53041391182917 13.184148265522234 0.32019830413097 6.507362871141646 0.13904934164234 2.526275173446998 0.069182373889311 1.2133831070200298 0.034158260141405 0.5637271891169453 0.014334151246413 0.18402800825466287
0.61 9.4993771411207 135.55074246122467 4.5374491871269 67.52871409001467 1.6319278064098 26.816429017127504 0.7528014358034 13.263320124786583 0.3701858950882 6.527378431831434 0.14526862147882 2.530007044525103 0.069794481661004 1.2151562540375866 0.034182815074281 0.5646931103269759 0.014397297266385 0.18447771091861248
0.62 6.189914890461 135.479935574355 3.6409330761347 67.39918618567951 1.7251650270243 26.723854209652387 0.8861942039517 13.226930853667936 0.41739979538367 6.5174121934682345 0.14863365555912 2.530111562999832 0.068307826268088 1.2164970544218008 0.032567484214693 0.5657367885032725 0.013688772614314 0.18493686015253374
0.63 12.635819288263 135.3690863252022 6.1354235157656 67.12033185069082 2.2394289340904 26.511985431328938 0.9976413957009 13.130362402767137 0.43292683107681 6.493350228805547 0.14522578951228 2.531427960031278 0.065077591129812 1.2194235329105543 0.031107467349339 0.5676073611207522 0.013272985028945 0.18560951431629605
0.64 16.422562807653 129.8906674824546 7.3141287296161 64.92587040095837 2.3852530787896 25.967628207783417 1.0318660918396 12.968289504684927 0.45877002312919 6.450869270197522 0.1580772329553 2.5261774095774214 0.070580503372357 1.2195101715523127 0.032880283329584 0.5683045996306227 0.013504680420862 0.18589560309263134
0.65 3.7451481095691 128.68938411722908 2.4517171144305 64.47352912968915 1.3084076861112 25.834312700467216 0.74922869277374 12.905126890804643 0.38133016968823 6.42530065281069 0.13595544920882 2.5224087260575714 0.061383231142323 1.2196558459119256 0.029347347149508 0.5689375921610572 0.012078953333657 0.1863454374746766
0.66 6.5638204573495 131.33680873818813 3.5382886991949 65.42681585286147 1.4120456120359 26.04740620047444 0.69552391115217 12.96579389893871 0.35021733930445 6.442076630767194 0.13033155207899 2.529757912929828 0.05908171588826 1.2242883510681266 0.028262259481811 0.5711787586063686 0.011887467022922 0.18723033271288497
0.67 3.3001783094431 133.55358475171732 1.9854721671369 66.3394075614186 1.1030931994652 26.280885165748785 0.68517094262041 13.023708708725557 0.3764792559235 6.445467259388483 0.14115589799663 2.5296232567830037 0.063600599995531 1.2259319618406923 0.029805751242509 0.5722854959120048 0.012149816808846 0.18766383411888835
0.68 8.3753104174344 136.48004804801946 4.099949572877 67.63081439485796 1.5908638263801 26.562898048534233 0.76531927776165 13.06704117795599 0.35229328286768 6.443882148752964 0.12597415585481 2.529697239080276 0.058649376166711 1.2272970974105548 0.027662658872866 0.5733380264675321 0.011353100365103 0.1881326910482012
0.69 23.201729652849 129.51788881377982 10.623552521331 64.57156280020529 3.214154149579 25.752178213602793 1.1771698091859 12.837238996701682 0.44165805979459 6.393194082010692 0.1458169913937 2.522572053241035 0.067071121745618 1.2255824548504448 0.030633171067922 0.5734301385660354 0.012041411111868 0.1883629816399542
0.7 6.4345066565567 122.96168815383844 3.1473066223924 61.68388930800765 1.2547690914635 24.976162941997305 0.61539117520718 12.615376139182292 0.29242824607896 6.342930856379683 0.11280299011058 2.514425262513278 0.055915980406384 1.2230340396315829 0.027172149420677 0.5730352579725446 0.010988997150589 0.18844867751763633
0.71 0.609423920804 126.19026055285163 0.50008964954684 63.1444633113962 0.40149723600343 25.36284946786422 0.31947872702122 12.722199246340535 0.21579836491741 6.368276057775262 0.10197701757232 2.5189479090157687 0.054433220939618 1.223584796144804 0.027816279042318 0.5728559813252072 0.011146614951942 0.1885494707373438
0.72 0.58745060409346 129.80305771943668 0.44094257299435 64.79662976162952 0.31696706576351 25.86242376730087 0.23599411803358 12.88909366677258 0.16068721647588 6.415713822029817 0.080791566034045 2.5289472697267077 0.043121261590323 1.2266377358425469 0.022392533426238 0.5735174178252641 0.0097034783557881 0.18873130625323495
0.73 3.3917768621 130.80061147437786 1.6416277184852 65.3177317513808 0.57993778035361 26.0876675452459 0.27900594072321 13.000944049891627 0.16217965248804 6.461113417224614 0.083888866145094 2.5400010298998668 0.044751559313754 1.2312118640032546 0.022208714276708 0.5754662950566222 0.0091919817511597 0.18931627539117685
0.74 0.63071213612134 131.58150165752195 0.49027902518818 65.7327575693418 0.3396897863206 26.268473762600188 0.23790273374171 13.088905644164763 0.15226001623744 6.496286040281922 0.076116700160529 2.547739672906847 0.040466500642259 1.2344474866424546 0.019868526150345 0.5773295316096007 0.0083256924975983 0.19003265929697724
0.75 1.82578437013 133.37539478150487 1.1446463814365 66.50436836494958 0.57009665351686 26.48233131018919 0.3086812317146 13.165707672320558 0.16742239357435 6.524729495775207 0.078020658214265 2.5549299493441646 0.042155745940453 1.237170114394714 0.021119470919444 0.5787935053215633 0.0083911125437585 0.19070343033631756
0.76 4.3848065600936 133.27202792748096 2.1499257576734 66.45889138727644 0.77568877953964 26.501179005569945 0.35415876443384 13.197997264593235 0.17011786195162 6.546542105315516 0.071646094870714 2.561914125996534 0.038107559346738 1.2394541063864415 0.019478273220148 0.5796171984573161 0.0079416025022199 0.19118891176900593
0.77 2.2083790702653 133.369570071767 1.3275917022108 66.49865768914039 0.71135893704984 26.500642802104828 0.41012305876398 13.196373632787127 0.20753754995734 6.550759243732295 0.078368412856016 2.566415283032353 0.039064599560253 1.2416520067050139 0.01912546258433 0.5806498371276592 0.0076569185619636 0.1917397034749543
0.78 4.0095749523326 134.06600953629197 1.9720517110689 66.81454282637398 0.75243604709538 26.56188299676965 0.3732233729833 13.200777062708246 0.17977570998863 6.5534658734335185 0.066770596407082 2.571995639459366 0.033503647315704 1.244733244311542 0.017009824561482 0.5821042232455883 0.0073478444195425 0.19230458380973714
0.79 5.7978277633884 132.88010076953012 2.915481010445 66.31253953011898 1.0144986023764 26.475764805930794 0.44090313227435 13.194660911484089 0.20215947508216 6.560563912783218 0.075337542713131 2.5783136707075784 0.036062790575961 1.2482005892180168 0.017459133813845 0.5836493454656309 0.0073583883188298 0.19274096571697263
0.8 2.5333019003107 132.54090029219515 1.5201047512306 66.07467999460164 0.76471202850553 26.38064119402961 0.41244660859222 13.161098693161065 0.20187838836495 6.552524179596491 0.074901591918686 2.579147858252754 0.034803061603119 1.2499046982408157 0.016431505081145 0.5847936131513668 0.0068346693233673 0.19316731965264367
0.81 4.6185572810577 132.36829450362353 2.2961041396575 65.9513546692037 0.84897606070455 26.307158762169166 0.3926945539913 13.127475499020115 0.18821611899731 6.5436853793788226 0.071971963618822 2.580328608445187 0.033633239514532 1.2520441878147937 0.01582120447432 0.5862265530680808 0.0065534107997891 0.19373028456529592
0.82 1.2958747629266 132.11928223759764 0.81033610092391 65.84015572961468 0.42852938554627 26.29232012040652 0.24937587417905 13.136852511761465 0.14249017262291 6.553596780070238 0.062634287349707 2.5862301266097765 0.030634980619448 1.255801422313874 0.014632560014287 0.5882487976040692 0.0060026885101984 0.19451814877168697
0.83 0.35769737687441 133.58898901996392 0.28859442119727 66.5071793412107 0.23159815167353 26.49770622466395 0.19246419612777 13.209957131249634 0.14092315967144 6.575578322608375 0.069696595567637 2.591974508803261 0.034456691763699 1.2591299641201947 0.016150185960127 0.5901159614781688 0.0064458972365451 0.19529164590903295
0.84 0.41083439293604 135.2895325589239 0.31352229404794 67.29367317275471 0.24063234439844 26.746198522529834 0.19086892118319 13.289938739112655 0.13699533029969 6.591153040004998 0.071661081761211 2.591534146327792 0.037363768137237 1.258955876855851 0.017848145403945 0.5904009468968902 0.0069241458922091 0.19557823873931757
0.85 2.4971078386173 136.39082877692474 1.2177972904946 67.7797572815569 0.50493676405499 26.887060422866558 0.2589402402081 13.3395949489688 0.13390148549309 6.608190141618955 0.060459575232615 2.5957452015513423 0.031940971448757 1.2607235529889498 0.015750932535694 0.5912951416781039 0.006428030426377 0.19600131342870186
0.86 6.1215416076503 135.0442521255128 2.6316287877497 67.26957233629227 0.82297434643882 26.777694766592724 0.33982087126245 13.323913390261739 0.1566542652507 6.614142771162097 0.072692010185143 2.598180369496527 0.039543195173432 1.2612206247368496 0.019222078050303 0.5915362646601944 0.007593346042799 0.19610467046454244
0.87 3.6873289150096 133.2065238570812 1.702508806172 66.56046996645681 0.63538682928627 26.613257594713478 0.30868037217961 13.283879321818874 0.15095884653797 6.608938372388338 0.064114879684956 2.5972062077282954 0.033636982150462 1.26041600077083 0.016467301210322 0.5913123868266114 0.0066782055949328 0.19604551069146595
0.88 0.92777410020661 133.83415320243165 0.57787524486096 66.8216595346825 0.33096327276647 26.674759493569546 0.21520754758011 13.29699625242337 0.13092218163464 6.612689073239499 0.063909329285606 2.5993393321520646 0.034844126332445 1.2616080465976802 0.017195625292799 0.5920221315355835 0.0068185854509422 0.19630646513209654
0.89 2.1016246739594 134.74896983466823 1.0221099391285 67.22397399276743 0.412675530808 26.794986070196433 0.21771223088791 13.336869860034476 0.12402930635667 6.622629897322862 0.061878032859831 2.5993647421705868 0.034650917380344 1.2606731171945225 0.017272718066025 0.5916845996978367 0.0065803180365231 0.19638248648705817
0.9 2.1592272364523 134.6320615584388 1.1123361212519 67.18692968672788 0.45300261833755 26.803441842321796 0.21967579912304 13.355652443825145 0.11292807741254 6.63471339811675 0.051656140148682 2.602851211651185 0.027844105005962 1.262002822076346 0.014244098120697 0.592400785475957 0.0058494524672796 0.1967957592450487
0.91 0.69092351149926 135.11954657639703 0.44945611914417 67.3936200403458 0.2647115859036 26.871393178920805 0.17967175471836 13.385828186975859 0.1132001092554 6.64746002367076 0.053619810656622 2.607545545402003 0.029469288739155 1.2643675453102623 0.015446628545025 0.5934423008061367 0.0062857828954937 0.19718233030736754
0.92 0.53624888943869 136.5887206137301 0.38480970326188 68.04377570255144 0.25607141638985 27.06210120860852 0.1763666396892 13.443318572670204 0.10766013867253 6.661460554933153 0.049161033194945 2.611058985233075 0.026797331453117 1.2658294002131465 0.014143236121891 0.5940004667527631 0.005934271453296 0.1974005971190386
0.93 3.7266114433708 136.81311776822332 1.7791713120328 68.15128297255235 0.65798932494836 27.09055497559915 0.28853091338683 13.456183261694418 0.12766430619778 6.668627504078328 0.050854695288219 2.6142344340584955 0.027701487256874 1.2670627439583946 0.014857498330656 0.5943930063428422 0.0062104088997923 0.19753534066626033
0.94 4.5769058705942 135.1545526271529 2.1844590061901 67.42275983214986 0.75855343790023 26.886295114753363 0.31894729407882 13.402092320971322 0.13208954540191 6.662440249005249 0.047780143171566 2.6161680456327434 0.02449330895397 1.2681847160127044 0.012925325511484 0.5948067026777806 0.0055690064281498 0.1976861438953612
0.95 1.6075392510707 134.55671814968838 0.90188651893869 67.12985798629293 0.42005692689106 26.79490634706184 0.2274630866304 13.374069913538506 0.11487712161303 6.659895596491389 0.044962833865295 2.619393164231325 0.023124295887382 1.2705432016225533 0.012343775209974 0.595962329023863 0.0054648033681498 0.19804893019663855
0.96 0.73231333276919 135.6666230678346 0.46786960880032 67.58860060112586 0.26197520552401 26.910141175500215 0.16904682139595 13.404688818599801 0.10220483566448 6.666638073073797 0.044451590095485 2.6223503857722643 0.023122069785883 1.2724748900545573 0.012288748361932 0.5968481736320196 0.0054002176348271 0.1982893864427134
0.97 2.0879472106844 136.31209901071068 1.0014024257839 67.87609395103762 0.36895996563935 27.00345008607661 0.18732501788408 13.435610329809798 0.099927762940469 6.673487931770209 0.043062607635471 2.6240898879839123 0.02251852626466 1.2737204111441311 0.011785516835566 0.5975302494772311 0.005110352438496 0.19852648175182983
0.98 3.025580255391 135.74071677044856 1.345503990753 67.67622934911022 0.4483306553907 26.978556482476876 0.19837762476577 13.438308471162005 0.091887189890802 6.67904737316582 0.037399364025719 2.627474910231557 0.020048804714088 1.27576752431456 0.010809647159178 0.5985868347150902 0.0047967394167474 0.1989036411415006
0.99 1.6606325210869 135.37838743092703 0.85350976163421 67.52799700203516 0.35904811099502 26.94059969445562 0.18184485685278 13.431693464703459 0.090336730128579 6.682553965592855 0.038744764222497 2.6308434607193614 0.021156582208379 1.2776737364124706 0.011251935495717 0.5995202624685769 0.0048466695090957 0.1992443560379937
1.0 1.6712091297439 135.4653732606245 0.7560944791943 67.56286576022778 0.28180600364385 26.946421128937423 0.14261695006844 13.435095631004144 0.075441131613937 6.686346048896336 0.034821205459087 2.633296340802347 0.01953333960549 1.279067958616204 0.010530201069814 0.6002431666515121 0.0045995566995874 0.19953881808139162
